,mean,std,min,max
fulladdress_homephone_unique_count_for_ssn_homephone_14,1.020702,0.4675271604666594,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_homephone_30,1.021504,0.476533110143304,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_homephone_60,1.02207,0.4794571357070398,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_1,1.013827,0.376520857111738,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_3,1.017195,0.4219306933619984,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_7,1.019436,0.4513673067854444,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_14,1.020734,0.4675599639193459,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_30,1.021564,0.4765933497739836,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_60,1.022173,0.47956812660487774,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_fulladdress_1,1.013824,0.37651698340303125,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_fulladdress_3,1.017189,0.4219238275997754,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_fulladdress_7,1.019423,0.4513534654707791,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_fulladdress_14,1.020702,0.4675271604666594,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_fulladdress_30,1.021504,0.476533110143304,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_fulladdress_60,1.02207,0.4794571357070398,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_dob_1,1.013915,0.3766344575722683,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_dob_3,1.017387,0.42215266248859507,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_dob_7,1.01986,0.45182273575334625,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_dob_14,1.021528,0.4683938135864346,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_dob_30,1.023216,0.47834218521272714,1.0,30.0
fulladdress_homephone_unique_count_for_ssn_name_dob_60,1.025366,0.48309502111038805,1.0,30.0
dob_homephone_unique_count_for_ssn_1,1.00003,0.005477146154549409,1.0,2.0
dob_homephone_unique_count_for_ssn_3,1.000065,0.00806199975170753,1.0,2.0
dob_homephone_unique_count_for_ssn_7,1.000114,0.010676474979380238,1.0,2.0
dob_homephone_unique_count_for_ssn_14,1.00023,0.015490233695617632,1.0,3.0
dob_homephone_unique_count_for_ssn_30,1.000464,0.022311100416170064,1.0,4.0
dob_homephone_unique_count_for_ssn_60,1.000888,0.03392952412274933,1.0,6.0
dob_homephone_unique_count_for_address_1,1.000034,0.005830855683243355,1.0,2.0
dob_homephone_unique_count_for_address_3,1.000078,0.008831420836611287,1.0,2.0
dob_homephone_unique_count_for_address_7,1.000136,0.011661116583750557,1.0,2.0
dob_homephone_unique_count_for_address_14,1.000236,0.015360486318748357,1.0,2.0
dob_homephone_unique_count_for_address_30,1.000474,0.021858083213681836,1.0,3.0
dob_homephone_unique_count_for_address_60,1.000879,0.030103625449750027,1.0,3.0
dob_homephone_unique_count_for_dob_1,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_dob_3,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_dob_7,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_dob_14,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_dob_30,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_dob_60,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_homephone_1,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_homephone_3,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_homephone_7,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_homephone_14,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_homephone_30,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_homephone_60,1.0,0.0,1.0,1.0
dob_homephone_unique_count_for_name_1,1.000031,0.005567680845583704,1.0,2.0
dob_homephone_unique_count_for_name_3,1.00006,0.007745738182815902,1.0,2.0
dob_homephone_unique_count_for_name_7,1.000106,0.010295089605586154,1.0,2.0
dob_homephone_unique_count_for_name_14,1.000194,0.013927044121486133,1.0,2.0
dob_homephone_unique_count_for_name_30,1.000407,0.020219662703255207,1.0,3.0
dob_homephone_unique_count_for_name_60,1.000742,0.027630602589165006,1.0,3.0
dob_homephone_unique_count_for_fulladdress_1,1.00004,0.006324431990191451,1.0,2.0
dob_homephone_unique_count_for_fulladdress_3,1.000087,0.009326977966747939,1.0,2.0
dob_homephone_unique_count_for_fulladdress_7,1.000154,0.012408724268757007,1.0,2.0
dob_homephone_unique_count_for_fulladdress_14,1.000271,0.016459855100283142,1.0,2.0
dob_homephone_unique_count_for_fulladdress_30,1.000558,0.02369998307351008,1.0,3.0
dob_homephone_unique_count_for_fulladdress_60,1.001031,0.03252596035399893,1.0,3.0
dob_homephone_unique_count_for_name_dob_1,1.000031,0.005567680845583704,1.0,2.0
dob_homephone_unique_count_for_name_dob_3,1.00006,0.007745738182815902,1.0,2.0
dob_homephone_unique_count_for_name_dob_7,1.000106,0.010295089605586154,1.0,2.0
dob_homephone_unique_count_for_name_dob_14,1.000194,0.013927044121486133,1.0,2.0
dob_homephone_unique_count_for_name_dob_30,1.000407,0.020219662703255207,1.0,3.0
dob_homephone_unique_count_for_name_dob_60,1.000742,0.027630602589165006,1.0,3.0
dob_homephone_unique_count_for_name_fulladdress_1,1.000043,0.006557300816553642,1.0,2.0
dob_homephone_unique_count_for_name_fulladdress_3,1.000091,0.009538962731530903,1.0,2.0
dob_homephone_unique_count_for_name_fulladdress_7,1.00016,0.012648104995451536,1.0,2.0
dob_homephone_unique_count_for_name_fulladdress_14,1.000285,0.016879545607637828,1.0,2.0
dob_homephone_unique_count_for_name_fulladdress_30,1.00059,0.02436498499187758,1.0,3.0
dob_homephone_unique_count_for_name_fulladdress_60,1.001078,0.03323911883359167,1.0,3.0
dob_homephone_unique_count_for_name_homephone_1,1.000031,0.005567680845583704,1.0,2.0
dob_homephone_unique_count_for_name_homephone_3,1.00006,0.007745738182815902,1.0,2.0
dob_homephone_unique_count_for_name_homephone_7,1.000106,0.010295089605586154,1.0,2.0
dob_homephone_unique_count_for_name_homephone_14,1.000194,0.013927044121486133,1.0,2.0
dob_homephone_unique_count_for_name_homephone_30,1.000407,0.020219662703255207,1.0,3.0
dob_homephone_unique_count_for_name_homephone_60,1.000742,0.027630602589165006,1.0,3.0
dob_homephone_unique_count_for_fulladdress_dob_1,1.00004,0.006324431990191451,1.0,2.0
dob_homephone_unique_count_for_fulladdress_dob_3,1.000087,0.009326977966747939,1.0,2.0
dob_homephone_unique_count_for_fulladdress_dob_7,1.000154,0.012408724268757007,1.0,2.0
dob_homephone_unique_count_for_fulladdress_dob_14,1.000271,0.016459855100283142,1.0,2.0
dob_homephone_unique_count_for_fulladdress_dob_30,1.000558,0.02369998307351008,1.0,3.0
dob_homephone_unique_count_for_fulladdress_dob_60,1.001031,0.03252596035399893,1.0,3.0
dob_homephone_unique_count_for_fulladdress_homephone_1,1.00004,0.006324431990191451,1.0,2.0
dob_homephone_unique_count_for_fulladdress_homephone_3,1.000087,0.009326977966747939,1.0,2.0
dob_homephone_unique_count_for_fulladdress_homephone_7,1.000154,0.012408724268757007,1.0,2.0
dob_homephone_unique_count_for_fulladdress_homephone_14,1.000271,0.016459855100283142,1.0,2.0
dob_homephone_unique_count_for_fulladdress_homephone_30,1.000558,0.02369998307351008,1.0,3.0
dob_homephone_unique_count_for_fulladdress_homephone_60,1.001031,0.03252596035399893,1.0,3.0
dob_homephone_unique_count_for_homephone_name_dob_1,1.000031,0.005567680845583704,1.0,2.0
dob_homephone_unique_count_for_homephone_name_dob_3,1.00006,0.007745738182815902,1.0,2.0
dob_homephone_unique_count_for_homephone_name_dob_7,1.000106,0.010295089605586154,1.0,2.0
dob_homephone_unique_count_for_homephone_name_dob_14,1.000194,0.013927044121486133,1.0,2.0
dob_homephone_unique_count_for_homephone_name_dob_30,1.000407,0.020219662703255207,1.0,3.0
dob_homephone_unique_count_for_homephone_name_dob_60,1.000742,0.027630602589165006,1.0,3.0
dob_homephone_unique_count_for_ssn_firstname_1,1.000034,0.005830855683231941,1.0,2.0
dob_homephone_unique_count_for_ssn_firstname_3,1.000073,0.00854369615531056,1.0,2.0
dob_homephone_unique_count_for_ssn_firstname_7,1.000127,0.01126871767241723,1.0,2.0
dob_homephone_unique_count_for_ssn_firstname_14,1.000255,0.016276831385104638,1.0,3.0
dob_homephone_unique_count_for_ssn_firstname_30,1.000528,0.023700670406596007,1.0,4.0
dob_homephone_unique_count_for_ssn_firstname_60,1.001005,0.035608864668805536,1.0,6.0
dob_homephone_unique_count_for_ssn_lastname_1,1.000034,0.005830855683231941,1.0,2.0
dob_homephone_unique_count_for_ssn_lastname_3,1.000071,0.008425854852549097,1.0,2.0
dob_homephone_unique_count_for_ssn_lastname_7,1.000128,0.011312990055123349,1.0,2.0
dob_homephone_unique_count_for_ssn_lastname_14,1.000261,0.01646001670518242,1.0,3.0
dob_homephone_unique_count_for_ssn_lastname_30,1.000528,0.023700670406596007,1.0,4.0
dob_homephone_unique_count_for_ssn_lastname_60,1.000995,0.03546845405443911,1.0,6.0
dob_homephone_unique_count_for_ssn_address_1,1.000043,0.0065573008165229684,1.0,2.0
dob_homephone_unique_count_for_ssn_address_3,1.000098,0.00989901479889382,1.0,2.0
dob_homephone_unique_count_for_ssn_address_7,1.000172,0.013113755677413307,1.0,2.0
dob_homephone_unique_count_for_ssn_address_14,1.000326,0.018327412798569528,1.0,3.0
dob_homephone_unique_count_for_ssn_address_30,1.000654,0.026259721506016562,1.0,4.0
dob_homephone_unique_count_for_ssn_address_60,1.001238,0.03881325627268522,1.0,6.0
dob_homephone_unique_count_for_ssn_zip5_1,1.000046,0.006782177378903849,1.0,2.0
dob_homephone_unique_count_for_ssn_zip5_3,1.0001,0.00999950498714521,1.0,2.0
dob_homephone_unique_count_for_ssn_zip5_7,1.000175,0.013227605602191718,1.0,2.0
dob_homephone_unique_count_for_ssn_zip5_14,1.000336,0.01859804962574356,1.0,3.0
dob_homephone_unique_count_for_ssn_zip5_30,1.000692,0.026935513017551847,1.0,4.0
dob_homephone_unique_count_for_ssn_zip5_60,1.001299,0.03951346808749529,1.0,6.0
dob_homephone_unique_count_for_ssn_dob_1,1.00003,0.005477146154549409,1.0,2.0
dob_homephone_unique_count_for_ssn_dob_3,1.000065,0.00806199975170753,1.0,2.0
dob_homephone_unique_count_for_ssn_dob_7,1.000114,0.010676474979380238,1.0,2.0
dob_homephone_unique_count_for_ssn_dob_14,1.00023,0.015490233695617632,1.0,3.0
dob_homephone_unique_count_for_ssn_dob_30,1.000464,0.022311100416170064,1.0,4.0
dob_homephone_unique_count_for_ssn_dob_60,1.000888,0.03392952412274933,1.0,6.0
dob_homephone_unique_count_for_ssn_homephone_1,1.00003,0.005477146154549409,1.0,2.0
dob_homephone_unique_count_for_ssn_homephone_3,1.000065,0.00806199975170753,1.0,2.0
dob_homephone_unique_count_for_ssn_homephone_7,1.000114,0.010676474979380238,1.0,2.0
dob_homephone_unique_count_for_ssn_homephone_14,1.00023,0.015490233695617632,1.0,3.0
dob_homephone_unique_count_for_ssn_homephone_30,1.000464,0.022311100416170064,1.0,4.0
dob_homephone_unique_count_for_ssn_homephone_60,1.000888,0.03392952412274933,1.0,6.0
dob_homephone_unique_count_for_ssn_name_1,1.000038,0.006164299960162995,1.0,2.0
dob_homephone_unique_count_for_ssn_name_3,1.000078,0.008831420836573432,1.0,2.0
dob_homephone_unique_count_for_ssn_name_7,1.00014,0.01183133720171296,1.0,2.0
dob_homephone_unique_count_for_ssn_name_14,1.000284,0.017144084633423835,1.0,3.0
dob_homephone_unique_count_for_ssn_name_30,1.000588,0.024933007793969928,1.0,4.0
dob_homephone_unique_count_for_ssn_name_60,1.001105,0.03698351447303182,1.0,6.0
dob_homephone_unique_count_for_ssn_fulladdress_1,1.000049,0.006999831997844007,1.0,2.0
dob_homephone_unique_count_for_ssn_fulladdress_3,1.000107,0.010343532181565588,1.0,2.0
dob_homephone_unique_count_for_ssn_fulladdress_7,1.00019,0.013782746096733687,1.0,2.0
dob_homephone_unique_count_for_ssn_fulladdress_14,1.000361,0.01925798665147007,1.0,3.0
dob_homephone_unique_count_for_ssn_fulladdress_30,1.000738,0.02781107925722642,1.0,4.0
dob_homephone_unique_count_for_ssn_fulladdress_60,1.00139,0.04071940026678885,1.0,6.0
dob_homephone_unique_count_for_ssn_name_dob_1,1.000038,0.006164299960162995,1.0,2.0
dob_homephone_unique_count_for_ssn_name_dob_3,1.000078,0.008831420836573432,1.0,2.0
dob_homephone_unique_count_for_ssn_name_dob_7,1.00014,0.01183133720171296,1.0,2.0
dob_homephone_unique_count_for_ssn_name_dob_14,1.000284,0.017144084633423835,1.0,3.0
dob_homephone_unique_count_for_ssn_name_dob_30,1.000588,0.024933007793969928,1.0,4.0
dob_homephone_unique_count_for_ssn_name_dob_60,1.001105,0.03698351447303182,1.0,6.0
homephone_name_dob_unique_count_for_ssn_1,1.000007,0.002645743373777406,1.0,2.0
homephone_name_dob_unique_count_for_ssn_3,1.000018,0.00424260462452184,1.0,2.0
homephone_name_dob_unique_count_for_ssn_7,1.000034,0.005830855683232058,1.0,2.0
homephone_name_dob_unique_count_for_ssn_14,1.00009,0.0099995999916686,1.0,3.0
homephone_name_dob_unique_count_for_ssn_30,1.000181,0.014524718584671628,1.0,4.0
homephone_name_dob_unique_count_for_ssn_60,1.000363,0.02455338742146611,1.0,6.0
homephone_name_dob_unique_count_for_address_1,1.000012,0.003464082562534346,1.0,2.0
homephone_name_dob_unique_count_for_address_3,1.000031,0.005567680845610466,1.0,2.0
homephone_name_dob_unique_count_for_address_7,1.000054,0.007348274491219239,1.0,2.0
homephone_name_dob_unique_count_for_address_14,1.000091,0.009538962731509521,1.0,2.0
homephone_name_dob_unique_count_for_address_30,1.000182,0.013563445726108084,1.0,3.0
homephone_name_dob_unique_count_for_address_60,1.000335,0.018463155631827665,1.0,3.0
homephone_name_dob_unique_count_for_dob_1,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_dob_3,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_dob_7,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_dob_14,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_dob_30,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_dob_60,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_homephone_1,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_homephone_3,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_homephone_7,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_homephone_14,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_homephone_30,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_homephone_60,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_1,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_3,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_7,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_14,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_30,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_60,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_fulladdress_1,1.000012,0.003464082562534346,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_3,1.000031,0.005567680845610466,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_7,1.000054,0.007348274491219239,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_14,1.000091,0.009538962731509521,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_30,1.000183,0.013600246172894667,1.0,3.0
homephone_name_dob_unique_count_for_fulladdress_60,1.000336,0.018490198643674977,1.0,3.0
homephone_name_dob_unique_count_for_name_dob_1,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_dob_3,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_dob_7,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_dob_14,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_dob_30,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_dob_60,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_fulladdress_1,1.000012,0.003464082562534346,1.0,2.0
homephone_name_dob_unique_count_for_name_fulladdress_3,1.000031,0.005567680845610466,1.0,2.0
homephone_name_dob_unique_count_for_name_fulladdress_7,1.000054,0.007348274491219239,1.0,2.0
homephone_name_dob_unique_count_for_name_fulladdress_14,1.000091,0.009538962731509521,1.0,2.0
homephone_name_dob_unique_count_for_name_fulladdress_30,1.000183,0.013600246172894667,1.0,3.0
homephone_name_dob_unique_count_for_name_fulladdress_60,1.000336,0.018490198643674977,1.0,3.0
homephone_name_dob_unique_count_for_name_homephone_1,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_homephone_3,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_homephone_7,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_homephone_14,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_homephone_30,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_name_homephone_60,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_fulladdress_dob_1,1.000012,0.003464082562534346,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_dob_3,1.000031,0.005567680845610466,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_dob_7,1.000054,0.007348274491219239,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_dob_14,1.000091,0.009538962731509521,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_dob_30,1.000183,0.013600246172894667,1.0,3.0
homephone_name_dob_unique_count_for_fulladdress_dob_60,1.000336,0.018490198643674977,1.0,3.0
homephone_name_dob_unique_count_for_fulladdress_homephone_1,1.000012,0.003464082562534346,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_homephone_3,1.000031,0.005567680845610466,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_homephone_7,1.000054,0.007348274491219239,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_homephone_14,1.000091,0.009538962731509521,1.0,2.0
homephone_name_dob_unique_count_for_fulladdress_homephone_30,1.000183,0.013600246172894667,1.0,3.0
homephone_name_dob_unique_count_for_fulladdress_homephone_60,1.000336,0.018490198643674977,1.0,3.0
homephone_name_dob_unique_count_for_dob_homephone_1,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_dob_homephone_3,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_dob_homephone_7,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_dob_homephone_14,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_dob_homephone_30,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_dob_homephone_60,1.0,0.0,1.0,1.0
homephone_name_dob_unique_count_for_ssn_firstname_1,1.000007,0.002645743373777406,1.0,2.0
homephone_name_dob_unique_count_for_ssn_firstname_3,1.000018,0.00424260462452184,1.0,2.0
homephone_name_dob_unique_count_for_ssn_firstname_7,1.000034,0.005830855683232058,1.0,2.0
homephone_name_dob_unique_count_for_ssn_firstname_14,1.00009,0.0099995999916686,1.0,3.0
homephone_name_dob_unique_count_for_ssn_firstname_30,1.000181,0.014524718584671628,1.0,4.0
homephone_name_dob_unique_count_for_ssn_firstname_60,1.000363,0.02455338742146611,1.0,6.0
homephone_name_dob_unique_count_for_ssn_lastname_1,1.000007,0.002645743373777406,1.0,2.0
homephone_name_dob_unique_count_for_ssn_lastname_3,1.000018,0.00424260462452184,1.0,2.0
homephone_name_dob_unique_count_for_ssn_lastname_7,1.000034,0.005830855683232058,1.0,2.0
homephone_name_dob_unique_count_for_ssn_lastname_14,1.00009,0.0099995999916686,1.0,3.0
homephone_name_dob_unique_count_for_ssn_lastname_30,1.000181,0.014524718584671628,1.0,4.0
homephone_name_dob_unique_count_for_ssn_lastname_60,1.000363,0.02455338742146611,1.0,6.0
homephone_name_dob_unique_count_for_ssn_address_1,1.000019,0.004358859713237587,1.0,2.0
homephone_name_dob_unique_count_for_ssn_address_3,1.000048,0.006928040415366335,1.0,2.0
homephone_name_dob_unique_count_for_ssn_address_7,1.000087,0.009326977966747564,1.0,2.0
homephone_name_dob_unique_count_for_ssn_address_14,1.000178,0.01371016061069325,1.0,3.0
homephone_name_dob_unique_count_for_ssn_address_30,1.000358,0.019745182345951556,1.0,4.0
homephone_name_dob_unique_count_for_ssn_address_60,1.000688,0.030553683731046832,1.0,6.0
homephone_name_dob_unique_count_for_ssn_zip5_1,1.000017,0.004123072640635346,1.0,2.0
homephone_name_dob_unique_count_for_ssn_zip5_3,1.000043,0.006557300816503154,1.0,2.0
homephone_name_dob_unique_count_for_ssn_zip5_7,1.000075,0.008659933602112048,1.0,2.0
homephone_name_dob_unique_count_for_ssn_zip5_14,1.000158,0.012960524834114603,1.0,3.0
homephone_name_dob_unique_count_for_ssn_zip5_30,1.000318,0.01865205682739875,1.0,4.0
homephone_name_dob_unique_count_for_ssn_zip5_60,1.000608,0.02911410626545806,1.0,6.0
homephone_name_dob_unique_count_for_ssn_dob_1,1.000007,0.002645743373777406,1.0,2.0
homephone_name_dob_unique_count_for_ssn_dob_3,1.000018,0.00424260462452184,1.0,2.0
homephone_name_dob_unique_count_for_ssn_dob_7,1.000034,0.005830855683232058,1.0,2.0
homephone_name_dob_unique_count_for_ssn_dob_14,1.00009,0.0099995999916686,1.0,3.0
homephone_name_dob_unique_count_for_ssn_dob_30,1.000181,0.014524718584671628,1.0,4.0
homephone_name_dob_unique_count_for_ssn_dob_60,1.000363,0.02455338742146611,1.0,6.0
homephone_name_dob_unique_count_for_ssn_homephone_1,1.000007,0.002645743373777406,1.0,2.0
homephone_name_dob_unique_count_for_ssn_homephone_3,1.000018,0.00424260462452184,1.0,2.0
homephone_name_dob_unique_count_for_ssn_homephone_7,1.000034,0.005830855683232058,1.0,2.0
homephone_name_dob_unique_count_for_ssn_homephone_14,1.00009,0.0099995999916686,1.0,3.0
homephone_name_dob_unique_count_for_ssn_homephone_30,1.000181,0.014524718584671628,1.0,4.0
homephone_name_dob_unique_count_for_ssn_homephone_60,1.000363,0.02455338742146611,1.0,6.0
homephone_name_dob_unique_count_for_ssn_name_1,1.000007,0.002645743373777406,1.0,2.0
homephone_name_dob_unique_count_for_ssn_name_3,1.000018,0.00424260462452184,1.0,2.0
homephone_name_dob_unique_count_for_ssn_name_7,1.000034,0.005830855683232058,1.0,2.0
homephone_name_dob_unique_count_for_ssn_name_14,1.00009,0.0099995999916686,1.0,3.0
homephone_name_dob_unique_count_for_ssn_name_30,1.000181,0.014524718584671628,1.0,4.0
homephone_name_dob_unique_count_for_ssn_name_60,1.000363,0.02455338742146611,1.0,6.0
homephone_name_dob_unique_count_for_ssn_fulladdress_1,1.000019,0.004358859713237587,1.0,2.0
homephone_name_dob_unique_count_for_ssn_fulladdress_3,1.000048,0.006928040415366335,1.0,2.0
homephone_name_dob_unique_count_for_ssn_fulladdress_7,1.000087,0.009326977966747564,1.0,2.0
homephone_name_dob_unique_count_for_ssn_fulladdress_14,1.000178,0.01371016061069325,1.0,3.0
homephone_name_dob_unique_count_for_ssn_fulladdress_30,1.000359,0.01977047065396514,1.0,4.0
homephone_name_dob_unique_count_for_ssn_fulladdress_60,1.000689,0.03057002148380002,1.0,6.0
homephone_name_dob_unique_count_for_ssn_name_dob_1,1.000007,0.002645743373777406,1.0,2.0
homephone_name_dob_unique_count_for_ssn_name_dob_3,1.000018,0.00424260462452184,1.0,2.0
homephone_name_dob_unique_count_for_ssn_name_dob_7,1.000034,0.005830855683232058,1.0,2.0
homephone_name_dob_unique_count_for_ssn_name_dob_14,1.00009,0.0099995999916686,1.0,3.0
homephone_name_dob_unique_count_for_ssn_name_dob_30,1.000181,0.014524718584671628,1.0,4.0
homephone_name_dob_unique_count_for_ssn_name_dob_60,1.000363,0.02455338742146611,1.0,6.0
ssn_firstname_unique_count_for_ssn_1,1.0,0.0,1.0,1.0
ssn_firstname_unique_count_for_ssn_3,1.0,0.0,1.0,1.0
ssn_firstname_unique_count_for_ssn_7,1.0,0.0,1.0,1.0
ssn_firstname_unique_count_for_ssn_14,1.0,0.0,1.0,1.0
ssn_firstname_unique_count_for_ssn_30,1.0,0.0,1.0,1.0
ssn_firstname_unique_count_for_ssn_60,1.0,0.0,1.0,1.0
ssn_firstname_unique_count_for_address_1,1.013361,0.37914723713837906,1.0,34.0
ssn_firstname_unique_count_for_address_3,1.016441,0.41855569367613693,1.0,34.0
ssn_firstname_unique_count_for_address_7,1.018575,0.44365320488311305,1.0,34.0
ssn_firstname_unique_count_for_address_14,1.019766,0.4573570972678054,1.0,34.0
ssn_firstname_unique_count_for_address_30,1.020574,0.46577347227068505,1.0,34.0
ssn_firstname_unique_count_for_address_60,1.021246,0.46812693431580027,1.0,34.0
ssn_firstname_unique_count_for_dob_1,1.000142,0.011915535152845632,1.0,2.0
ssn_firstname_unique_count_for_dob_3,1.000328,0.018217923808470503,1.0,3.0
ssn_firstname_unique_count_for_dob_7,1.00073,0.02715635906138561,1.0,3.0
ssn_firstname_unique_count_for_dob_14,1.001394,0.03765711329950535,1.0,4.0
ssn_firstname_unique_count_for_dob_30,1.002891,0.054832883616143455,1.0,5.0
ssn_firstname_unique_count_for_dob_60,1.005569,0.07771738723779219,1.0,7.0
ssn_firstname_unique_count_for_homephone_1,1.013425,0.37922936751658226,1.0,34.0
ssn_firstname_unique_count_for_homephone_3,1.016586,0.4187255424951632,1.0,34.0
ssn_firstname_unique_count_for_homephone_7,1.018876,0.4439841142992831,1.0,34.0
ssn_firstname_unique_count_for_homephone_14,1.020357,0.4579834083274085,1.0,34.0
ssn_firstname_unique_count_for_homephone_30,1.021833,0.4671087007337563,1.0,34.0
ssn_firstname_unique_count_for_homephone_60,1.023613,0.4707097277537443,1.0,34.0
ssn_firstname_unique_count_for_name_1,1.000007,0.002645743373779721,1.0,2.0
ssn_firstname_unique_count_for_name_3,1.000015,0.003872956235216186,1.0,2.0
ssn_firstname_unique_count_for_name_7,1.000035,0.005915979208783446,1.0,2.0
ssn_firstname_unique_count_for_name_14,1.000063,0.007937007874230307,1.0,2.0
ssn_firstname_unique_count_for_name_30,1.000121,0.010999339979629636,1.0,2.0
ssn_firstname_unique_count_for_name_60,1.000204,0.014351257434848937,1.0,3.0
ssn_firstname_unique_count_for_fulladdress_1,1.013365,0.37915237112888595,1.0,34.0
ssn_firstname_unique_count_for_fulladdress_3,1.016446,0.4185614701330336,1.0,34.0
ssn_firstname_unique_count_for_fulladdress_7,1.018584,0.4436629709381779,1.0,34.0
ssn_firstname_unique_count_for_fulladdress_14,1.019786,0.45737809676686975,1.0,34.0
ssn_firstname_unique_count_for_fulladdress_30,1.020614,0.4658146412331076,1.0,34.0
ssn_firstname_unique_count_for_fulladdress_60,1.021317,0.4681995351589017,1.0,34.0
ssn_firstname_unique_count_for_name_dob_1,1.000146,0.012082169920065096,1.0,2.0
ssn_firstname_unique_count_for_name_dob_3,1.000333,0.018354548425200158,1.0,3.0
ssn_firstname_unique_count_for_name_dob_7,1.000743,0.0273943187803544,1.0,3.0
ssn_firstname_unique_count_for_name_dob_14,1.001423,0.03803914454860582,1.0,4.0
ssn_firstname_unique_count_for_name_dob_30,1.002953,0.05539208300157807,1.0,5.0
ssn_firstname_unique_count_for_name_dob_60,1.005676,0.07840783871402185,1.0,7.0
